,region,code,full_indicator_name,year,value
250,North America,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1961,
251,North America,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1961,
252,Pacific island small states,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1961,
253,Pacific island small states,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1961,
254,Pacific island small states,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1961,
255,Pacific island small states,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1961,
256,Pacific island small states,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1961,
257,Pacific island small states,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1961,
258,Pacific island small states,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1961,48.489461315438795
259,Pacific island small states,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1961,
260,Pacific island small states,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1961,
261,Pacific island small states,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1961,
262,Pacific island small states,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1961,
263,Pacific island small states,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1961,
264,South Asia,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1961,
265,South Asia,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1961,
266,South Asia,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1961,
267,South Asia,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1961,
268,South Asia,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1961,
269,South Asia,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1961,
270,South Asia,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1961,48.24771861003261
271,South Asia,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1961,
272,South Asia,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1961,
273,South Asia,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1961,
274,South Asia,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1961,
275,South Asia,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1961,
276,Sub-Saharan Africa,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1961,
277,Sub-Saharan Africa,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1961,
278,Sub-Saharan Africa,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1961,
279,Sub-Saharan Africa,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1961,
280,Sub-Saharan Africa,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1961,
281,Sub-Saharan Africa,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1961,
282,Sub-Saharan Africa,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1961,50.459177297384
283,Sub-Saharan Africa,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1961,
284,Sub-Saharan Africa,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1961,
285,Sub-Saharan Africa,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1961,
286,Sub-Saharan Africa,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1961,
287,Sub-Saharan Africa,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1961,
288,Arab World,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1962,
289,Arab World,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1962,
290,Arab World,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1962,
291,Arab World,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1962,
292,Arab World,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1962,
293,Arab World,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1962,
294,Arab World,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1962,49.6332416000589
295,Arab World,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1962,
296,Arab World,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1962,
297,Arab World,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1962,
298,Arab World,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1962,
299,Arab World,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1962,
300,Caribbean small states,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1962,
301,Caribbean small states,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1962,
302,Caribbean small states,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1962,
303,Caribbean small states,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1962,
304,Caribbean small states,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1962,
305,Caribbean small states,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1962,
306,Caribbean small states,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1962,51.3348559904391
307,Caribbean small states,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1962,
308,Caribbean small states,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1962,
309,Caribbean small states,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1962,
310,Caribbean small states,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1962,
311,Caribbean small states,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1962,
312,East Asia & Pacific,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1962,
313,East Asia & Pacific,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1962,
314,East Asia & Pacific,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1962,
315,East Asia & Pacific,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1962,
316,East Asia & Pacific,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1962,
317,East Asia & Pacific,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1962,
318,East Asia & Pacific,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1962,49.184211803281094
319,East Asia & Pacific,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1962,
320,East Asia & Pacific,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1962,
321,East Asia & Pacific,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1962,
322,East Asia & Pacific,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1962,
323,East Asia & Pacific,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1962,
324,Euro area,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1962,
325,Euro area,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1962,
326,Euro area,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1962,
327,Euro area,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1962,
328,Euro area,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1962,
329,Euro area,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1962,
330,Euro area,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1962,51.9252888486615
331,Euro area,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1962,
332,Euro area,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1962,
333,Euro area,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1962,
334,Euro area,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1962,
335,Euro area,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1962,
336,Europe & Central Asia,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1962,
337,Europe & Central Asia,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1962,
338,Europe & Central Asia,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1962,
339,Europe & Central Asia,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1962,
340,Europe & Central Asia,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1962,
341,Europe & Central Asia,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1962,
342,Europe & Central Asia,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1962,52.479090087634795
343,Europe & Central Asia,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1962,
344,Europe & Central Asia,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1962,
345,Europe & Central Asia,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1962,
346,Europe & Central Asia,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1962,
347,Europe & Central Asia,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1962,
348,European Union,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1962,
349,European Union,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1962,
350,European Union,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1962,
351,European Union,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1962,
352,European Union,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1962,
353,European Union,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1962,
354,European Union,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1962,51.7174083587171
355,European Union,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1962,
356,European Union,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1962,
357,European Union,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1962,
358,European Union,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1962,
359,European Union,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1962,
360,Latin America & Caribbean,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1962,
361,Latin America & Caribbean,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1962,
362,Latin America & Caribbean,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1962,
363,Latin America & Caribbean,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1962,
364,Latin America & Caribbean,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1962,
365,Latin America & Caribbean,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1962,
366,Latin America & Caribbean,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1962,50.038333394291
367,Latin America & Caribbean,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1962,
368,Latin America & Caribbean,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1962,
369,Latin America & Caribbean,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1962,
370,Latin America & Caribbean,SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),1962,
371,Latin America & Caribbean,SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),1962,
372,Middle East & North Africa,PA.NUS.PPP.05,"2005 PPP conversion factor, GDP (LCU per international $)",1962,
373,Middle East & North Africa,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2010 US$),1962,
374,Middle East & North Africa,SL.EMP.MPYR.FE.ZS,"Employers, female (% of female employment) (modeled ILO estimate)",1962,
375,Middle East & North Africa,SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),1962,
376,Middle East & North Africa,SG.LAW.NODC.HR,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),1962,
377,Middle East & North Africa,SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",1962,
378,Middle East & North Africa,SP.POP.TOTL.FE.ZS,"Population, female (% of total)",1962,49.368623496431894
379,Middle East & North Africa,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate),1962,
380,Middle East & North Africa,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),1962,
381,Middle East & North Africa,SG.DMK.SRCR.FN.ZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",1962,
